date,unfiltered_area,filtered_area,corrected_areas_1,corrected_trend_1,sar_trend,days_passed,area
2019-11-25,143.80406406808316,,,,0.5543456535947768,5.0,153.89620093944757
2019-11-30,138.5344298356833,,,,0.4633616535947681,5.0,156.2130092074214
2019-12-05,142.07906197436813,,,,0.4027056535947679,5.0,158.22653747539525
2019-12-10,140.25641962907835,,,,0.352277882352945,5.0,159.98792688715997
2019-12-15,138.20763868451382,,,,0.15056679738561912,5.0,160.74076087408807
2019-12-20,136.70928551932425,,,,0.15056679738561912,5.0,161.49359486101616
2019-12-25,136.45657051262614,,,,0.2034312156862768,5.0,162.51075093944755
2019-12-30,134.1701248270934,,,,0.21664732026144407,5.0,163.59398754075477
2020-01-04,133.38231018777333,,,,0.23220890196078017,5.0,164.75503205055867
2020-01-09,132.9443657002025,,,,0.2555512745098042,5.0,166.0327884231077
2020-01-14,132.95713361960256,,,,0.2555512745098042,5.0,167.3105447956567
2020-01-19,130.8249618136824,,,,0.36204369281045956,5.0,169.120763259709
2020-01-24,129.55541417935888,,,,0.3620436928104539,5.0,170.93098172376128
2020-01-29,148.27243424656552,,,,0.22702704575163465,5.0,172.06611695251945
2020-02-03,127.14419957161148,,,,0.13701594771241615,5.0,172.75119669108153
2020-02-08,127.63320584220472,,,,0.1988523594771266,5.0,173.74545848846716
2020-02-13,122.11701992409763,,,,0.44619800653594555,5.0,175.9764485211469
2020-02-18,122.68448407616732,,,,0.4461980065359512,5.0,178.20743855382665
2020-02-23,118.95180358240964,,,,-2.3458824117647055,5.0,166.47802649500312
2020-02-28,119.8200346963506,,,,-3.0439025163398696,5.0,151.25851391330377
2020-03-04,122.06404918176342,,,,-2.658073732026145,5.0,137.96814525317305
2020-03-09,117.01618158563664,,,,-2.079330555555555,5.0,127.57149247539527
2020-03-14,111.85483903988634,111.85483903988634,111.85483903988634,-0.3041492113634457,-2.079330555555555,5.0,111.85483903988634
2020-03-19,116.2074926741426,,,,1.0783962745097995,5.0,117.24682041243534
2020-03-24,115.27575829513562,,,,1.0783962745097995,5.0,122.63880178498434
2020-03-29,114.89644361205526,,,,-0.2721587058823559,5.0,121.27800825557256
2020-04-03,77.0291586302574,,,,-1.1725286928104537,5.0,115.41536479152029
2020-04-08,116.26362756565156,116.26362756565156,116.26362756565156,0.1763515410306087,-0.8615685620914973,5.0,116.26362756565156
2020-04-13,112.5208288182708,,,,0.3822719607843169,5.0,118.17498736957315
2020-04-18,54.54938407743901,,,,0.3822719607843112,5.0,120.0863471734947
2020-04-23,106.538380494526,,,,-0.14153700653594684,5.0,119.37866214081497
2020-04-28,106.65849212826956,,,,-0.2724892483660085,5.0,118.01621589898492
2020-05-03,107.45246352264594,,,,-0.6141238366013113,5.0,114.94559671597837
2020-05-08,69.99479137188959,,,,-1.1265757189542485,5.0,109.31271812120713
2020-05-18,69.58035970519515,,,,-1.057646094771242,10.0,98.7362571734947
2020-05-23,350.33555058679366,,,,-0.9887164705882355,5.0,93.79267482055353
2020-05-28,103.52990510873258,103.52990510873258,103.52990510873258,-0.25467444913837967,-0.3345960392156854,5.0,103.52990510873258
2020-06-02,117.6970097425652,,,,0.10148424836600896,5.0,104.03732635056262
2020-06-22,99.48617774306712,99.48617774306712,99.48617774306712,-0.16174909462661843,-0.2381468366013067,20.0,99.48617774306712
2020-07-02,105.59405816531311,105.59405816531311,105.59405816531311,0.6107880422245998,-0.41968845098039226,10.0,105.59405816531311
2020-07-07,103.47604355930726,103.47604355930726,103.47604355930726,-0.4236029212011715,0.1272450196078438,5.0,103.47604355930726
2020-07-12,156.10168348853185,,,,0.0572584967320239,5.0,103.76233604296738
2020-07-17,104.86730770478444,104.86730770478444,104.86730770478444,0.139126414547718,0.017090130718952424,5.0,104.86730770478444
2020-07-22,111.09868566850992,,,,-0.14358333333333065,5.0,104.14939103811778
2020-07-27,99.32009250175086,99.32009250175086,99.32009250175086,-0.5547215203033573,-0.14358333333333348,5.0,99.32009250175086
2020-08-01,142.72994459064557,,,,0.21625666666666632,5.0,100.4013758350842
2020-08-11,117.84381667565606,,,,0.3339783333333344,10.0,103.74115916841754
2020-08-21,133.73816571441722,,,,0.44502499999999967,10.0,108.19140916841754
2020-08-26,140.61733292106095,,,,0.16328333333333375,5.0,109.0078258350842
2020-08-31,225.2806532123693,,,,0.16328333333333092,5.0,109.82424250175086
2020-09-05,122.17759915723973,,,,0.1927382941176461,5.0,110.78793397233909
2020-09-15,123.55982663890116,,,,0.3980382647058832,10.0,114.76831661939792
2020-10-25,222.5659612520288,,,,2.3339286936274517,40.0,208.125464364496
2020-11-04,243.09521878655383,,,,1.62801068627451,10.0,224.4055712272411
2020-11-19,240.7871737160235,,,,0.348424320261438,15.0,229.63193603116267
2020-11-24,169.58829948489057,,,,-0.04522493464052672,5.0,229.40581135796003
2020-11-29,238.69442959580533,,,,-0.08497795424836455,5.0,228.9809215867182
2020-12-04,213.78391506498664,213.78391506498664,213.78391506498664,0.8804909427941214,-0.09491620915032399,5.0,213.78391506498664
2020-12-09,189.66768036812047,,,,-0.11738007843137552,5.0,213.19701467282977
2020-12-14,185.24272073093573,,,,-0.15107588235293862,5.0,212.44163526106507
2020-12-19,151.37986477457537,,,,-0.15107588235293862,5.0,211.68625584930038
